
---------- Begin Simulation Statistics ----------
simSeconds                                   0.016680                       # Number of seconds simulated (Second)
simTicks                                  16679645000                       # Number of ticks simulated (Tick)
finalTick                                 16679645000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     74.55                       # Real time elapsed on the host (Second)
hostTickRate                                223736955                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                   16992948                       # Number of bytes of host memory used (Byte)
simInsts                                     45298714                       # Number of instructions simulated (Count)
simOps                                       45298738                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   607625                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     607625                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         16679646                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.368215                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               2.715808                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        59230167                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      250                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       52165591                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    565                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             13931678                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          10025168                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  92                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            16663413                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.130547                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.393008                       # Number of insts issued each cycle (Count)
system.mem_ctrls.rdQLenPdf::250                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::251                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::252                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::253                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::254                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::255                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::256                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::257                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::258                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::259                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::260                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::261                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::262                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::263                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::264                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::265                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::266                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::267                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::268                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::269                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::270                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::271                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::272                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::273                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::274                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::275                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::276                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::277                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::278                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::279                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::280                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::281                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::282                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::283                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::284                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::285                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::286                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::287                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::288                     0                       # What read queue length does an incoming req see (Count)
